# emapper version: emapper-1.0.3 emapper DB: 4.5.1-RA	
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60-RA	
# time: Tue Oct  2 21:05:37 2018-RA	
#query_name-RA	eggNOG annot
Amillepora22066-RA	Ion channel
Amillepora22065-RA	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Amillepora22063-RA	protection of telomeres 1 homolog (S. pombe)
Amillepora22067-RA	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Amillepora22061-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora22062-RA	Calcium channel, voltage-dependent, alpha 2 delta subunit
Amillepora22081-RA	cytochrome P450, family 1, subfamily
Amillepora22078-RA	Discs, large (Drosophila) homolog-associated protein
Amillepora22082-RA	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Amillepora22080-RA	ankyrin repeat
Amillepora22075-RA	to nematocyst outer wall antigen Hydra magnipapillata
Amillepora22077-RA	Inositol monophosphatase family
Amillepora22083-RA	Tropomyosin
Amillepora22084-RA	Tropomyosin
Amillepora22079-RA	mindbomb E3 ubiquitin protein ligase 1
Amillepora22071-RA	Peroxidasin homolog
Amillepora22072-RA	Peroxidasin homolog
Amillepora22087-RA	MAM domain containing 4
Amillepora22086-RA	GDP-D-glucose phosphorylase 1
Amillepora22090-RA	MAM domain containing 4
Amillepora22091-RA	MAM domain containing 4
Amillepora22089-RA	MAM domain containing 4
Amillepora22085-RA	Transmembrane protease serine 6
Amillepora22109-RA	DSBA-like thioredoxin domain
Amillepora22100-RA	WSC domain
Amillepora22094-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora22102-RA	collagen, type XII, alpha 1
Amillepora22096-RA	Inherit from KOG: Carboxypeptidase
Amillepora22098-RA	Inherit from KOG: Carboxypeptidase
Amillepora22108-RA	FAT tumor suppressor homolog
Amillepora22106-RA	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)
Amillepora22114-RA	Inosineuridine preferring nucleoside hydrolase
Amillepora22118-RA	BRCA1 associated protein
Amillepora22115-RA	Rho-related BTB domain containing
Amillepora22110-RA	Neurofibromin 1
Amillepora22119-RA	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)
Amillepora22117-RA	transient receptor potential cation channel subfamily m member
Amillepora22116-RA	Inosineuridine preferring nucleoside hydrolase
Amillepora22133-RA	Transmembrane protein 230
Amillepora22120-RA	transmembrane emp24 domain trafficking protein 2
Amillepora22122-RA	notchless homolog 1 (Drosophila)
Amillepora22128-RA	serine arginine-rich splicing factor
Amillepora22129-RA	t-box transcription factor
Amillepora22127-RA	endoplasmic reticulum protein 29
Amillepora22123-RA	solute carrier family 6 (neurotransmitter transporter)
Amillepora22121-RA	Mitochondrial ribosomal protein L18
Amillepora22126-RA	serine arginine-rich splicing factor
Amillepora22124-RA	S_TKc
Amillepora22148-RA	Growth arrest-specific 2 like
Amillepora22138-RA	Rhodanese-like domain
Amillepora22140-RA	Rhodanese-like domain
Amillepora22142-RA	biosynthesis protein
Amillepora22141-RA	glutamine amidotransferase
Amillepora22151-RA	Cell division control protein
Amillepora22147-RA	apoptosis-related cysteine peptidase
Amillepora22137-RA	Protein-l-isoaspartate O-methyltransferase
Amillepora22143-RA	apoptosis-related cysteine peptidase
Amillepora22145-RA	apoptosis-related cysteine peptidase
Amillepora22163-RA	Max binding protein
Amillepora22157-RA	Trichoplein, keratin filament binding
Amillepora22155-RA	LIM domain kinase
Amillepora22158-RA	Eukaryotic cobalamin-binding protein
Amillepora22162-RA	Transmembrane protein 248
Amillepora22159-RA	Vacuolar Protein
Amillepora22171-RA	Ubiquitin-2 like Rad60 SUMO-like
Amillepora22164-RA	MORC family CW-type zinc finger
Amillepora22166-RA	general transcription factor IIH, polypeptide 3, 34kDa
Amillepora22165-RA	HECT domain containing E3 ubiquitin protein ligase 4
Amillepora22176-RA	LRR
Amillepora22179-RA	RING finger protein 25
Amillepora22169-RA	vitamin K epoxide reductase complex subunit
Amillepora22178-RA	Potassium channel subfamily K member
Amillepora22167-RA	mitogen-activated protein kinase 7
Amillepora22175-RA	ubiquitin-conjugating enzyme
Amillepora22180-RA	Carbonic AnHydrase
Amillepora22172-RA	ectonucleotide pyrophosphatase phosphodiesterase
Amillepora22187-RA	Protein of unknown function, DUF399
Amillepora22182-RA	Carbonic AnHydrase
Amillepora22181-RA	Carbonic AnHydrase
Amillepora22186-RA	Carbonic AnHydrase
Amillepora22183-RA	Carbonic AnHydrase
Amillepora22193-RA	Fragile histidine triad
Amillepora22194-RA	mannosyloligosaccharide glucosidase
Amillepora22192-RA	coiled-coil domain containing 86
Amillepora22197-RA	glucuronidase, beta
Amillepora22196-RA	Endonuclease Exonuclease phosphatase family protein
Amillepora22189-RA	RhoGAP
Amillepora22191-RA	TAO kinase
Amillepora22204-RA	lactation elevated
Amillepora22198-RA	g protein-coupled receptor kinase
Amillepora22202-RA	Hermansky-Pudlak Syndrome 4
Amillepora22203-RA	phosphorylase kinase, gamma
Amillepora22206-RA	t-box transcription factor
Amillepora22205-RA	t-box transcription factor
Amillepora22200-RA	homeobox
Amillepora22199-RA	homeobox
Amillepora22211-RA	mannosyloligosaccharide glucosidase
Amillepora22208-RA	rad9 homolog
Amillepora22209-RA	DNA-binding protein HGH1
Amillepora22219-RA	beta 1,3-galactosyltransferase-like
Amillepora22213-RA	RAD1 homolog (S. pombe)
Amillepora22222-RA	Heme binding protein 2
Amillepora22214-RA	Spinster homolog
Amillepora22212-RA	Calcineurin binding protein 1
Amillepora22218-RA	ribosomal protein S6 kinase
Amillepora22225-RA	WD repeat domain 66
Amillepora22224-RA	Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein- mediated microtubule sliding by targeting dynein to the microtubule plus end. Required for
Amillepora22223-RA	Heme binding protein 2
Amillepora22226-RA	Kinesin family member
Amillepora22233-RA	DNA-binding protein HGH1
Amillepora22230-RA	X-ray repair complementing defective repair in Chinese hamster cells 1
Amillepora22229-RA	Poly(A)-specific ribonuclease (PARN)-like domain containing 1
Amillepora22235-RA	SV2 related protein homolog (rat)
Amillepora22245-RA	Branched chain ketoacid dehydrogenase kinase
Amillepora22239-RA	Breast carcinoma amplified sequence 3
Amillepora22247-RA	TNF receptor-associated factor
Amillepora22240-RA	Renin binding protein
Amillepora22238-RA	purinergic receptor P2X, ligand-gated ion channel
Amillepora22243-RA	Sarcosine oxidase
Amillepora22244-RA	BTB POZ domain-containing adapter for CUL3-mediated RhoA degradation protein
Amillepora22250-RA	Peroxisomal
Amillepora22248-RA	TNF receptor-associated factor
Amillepora22253-RA	Myosin tail
Amillepora22249-RA	acyl-CoA oxidase 3, pristanoyl
Amillepora22260-RA	PHD finger protein
Amillepora22254-RA	HEAT repeat containing 6
Amillepora22261-RA	unc-119 homolog
Amillepora22256-RA	proteasome (prosome, macropain) activator subunit
Amillepora22259-RA	dehydratase
Amillepora22258-RA	nudix (nucleoside diphosphate linked moiety X)-type motif
Amillepora22264-RA	Deltex homolog
Amillepora22267-RA	Dynein, axonemal, heavy chain 10
Amillepora22263-RA	coiled-coil domain containing 92
Amillepora22262-RA	PRP19 PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)
Amillepora22266-RA	FAD dependent oxidoreductase
Amillepora22265-RA	aspartate beta-hydroxylase
Amillepora22279-RA	BRCA1 interacting protein C-terminal helicase 1
Amillepora22272-RA	Major facilitator superfamily
Amillepora22273-RA	RAN binding protein 2
Amillepora22271-RA	Produces nitric oxide (NO) (By similarity)
Amillepora22275-RA	EF-hand calcium binding domain 5
Amillepora22274-RA	GTP-Binding protein
Amillepora22281-RA	t-box transcription factor
Amillepora22282-RA	t-box transcription factor
Amillepora22287-RA	phosphatidylinositol transfer protein
Amillepora22289-RA	member RAS oncogene family
Amillepora22295-RA	RAS protein activator like 1 (GAP1 like)
Amillepora22296-RA	SWI SNF related matrix associated actin dependent regulator of chromatin subfamily B member 1
Amillepora22294-RA	mitotic spindle organizing protein
Amillepora22292-RA	Oxysterol binding protein
Amillepora22291-RA	purinergic receptor P2X, ligand-gated ion channel
Amillepora22297-RA	Coiled-coil domain containing 64B
Amillepora22312-RA	structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA
Amillepora22311-RA	Ubiquinol-cytochrome C reductase
Amillepora22315-RA	tektin 2 (testicular)
Amillepora22304-RA	vacuolar protein sorting 29 homolog (S. cerevisiae)
Amillepora22314-RA	transmembrane protein 17
Amillepora22307-RA	mitochondrial import inner membrane translocase, subunit
Amillepora22300-RA	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
Amillepora22306-RA	Derlin 1
Amillepora22310-RA	dCTP pyrophosphatase 1
Amillepora22301-RA	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
Amillepora22309-RA	SRR1 domain containing
Amillepora22303-RA	Breast cancer metastasis-suppressor
Amillepora22298-RA	Thioredoxin-like protein
Amillepora22299-RA	chromosome 17 open reading frame 85
Amillepora22316-RA	Checkpoint kinase 2
Amillepora22317-RA	member RAS oncogene family
Amillepora22321-RA	(Alpha (1,3) fucosyltransferase
Amillepora22320-RA	(Alpha (1,3) fucosyltransferase
Amillepora22319-RA	(Alpha (1,3) fucosyltransferase
Amillepora22330-RA	glucuronidase, beta
Amillepora22332-RA	Mediator complex, subunit
Amillepora22333-RA	Dimethylaniline monooxygenase (N-oxide-forming)
Amillepora22329-RA	glucuronidase, beta
Amillepora22323-RA	(Alpha (1,3) fucosyltransferase
Amillepora22322-RA	(Alpha (1,3) fucosyltransferase
Amillepora22326-RA	(Alpha (1,3) fucosyltransferase
Amillepora22328-RA	(Alpha (1,3) fucosyltransferase
Amillepora22325-RA	(Alpha (1,3) fucosyltransferase
Amillepora22324-RA	(Alpha (1,3) fucosyltransferase
Amillepora22327-RA	(Alpha (1,3) fucosyltransferase
Amillepora22337-RA	tRNA methyltransferase 2 homolog
Amillepora22347-RA	CD2 (cytoplasmic tail) binding protein 2
Amillepora22349-RA	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Amillepora22343-RA	PTC7 protein phosphatase homolog (S. cerevisiae)
Amillepora22351-RA	Solute carrier family 13
Amillepora22341-RA	Meiotic recombination protein dmc1
Amillepora22342-RA	scavenger receptor class B member
Amillepora22348-RA	transmembrane protein 180-like
Amillepora22344-RA	double C2-like domains
Amillepora22345-RA	leucine-zipper-like transcription regulator 1
Amillepora22350-RA	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Amillepora22353-RA	SV2 related protein homolog (rat)
Amillepora22358-RA	Growth-Arrest-Specific Protein 2 Domain
Amillepora22359-RA	Growth-Arrest-Specific Protein 2 Domain
Amillepora22362-RA	Immunoglobulin domain
Amillepora22361-RA	Lectin C-type domain
Amillepora22364-RA	EGF-like-domain, multiple 8
Amillepora22366-RA	Huntingtin interacting protein 1
Amillepora22374-RA	whole genome shotgun sequence
Amillepora22370-RA	Transmembrane protein 120B
Amillepora22375-RA	ORAI calcium release-activated calcium modulator
Amillepora22378-RA	lysine (K)-specific demethylase
Amillepora22373-RA	G patch domain containing 3
Amillepora22371-RA	Mitochondrial fission process 1
Amillepora22383-RA	LYR motif containing 9
Amillepora22382-RA	Mediator complex subunit 23
Amillepora22380-RA	lipopolysaccharide-induced TNF factor
Amillepora22386-RA	Rna-binding protein
Amillepora22381-RA	Zinc finger protein
Amillepora22384-RA	Mediator complex subunit 15
Amillepora22397-RA	Tectonic family member 2
Amillepora22393-RA	tRNA methyltransferase 44 homolog (S. cerevisiae)
Amillepora22403-RA	A kinase (PRKA) anchor protein 10
Amillepora22399-RA	homolog, nonsense mediated mRNA decay factor (C. elegans)
Amillepora22402-RA	Lipoma HMGIC fusion partner-like
Amillepora22406-RA	tripartite motif containing 37
Amillepora22405-RA	protein phosphatase, Mg2 Mn2 dependent
Amillepora22404-RA	PHD finger protein
Amillepora22411-RA	C1q and tumor necrosis factor related protein
Amillepora22407-RA	C1q and tumor necrosis factor related protein
Amillepora22409-RA	C1q and tumor necrosis factor related protein
Amillepora22410-RA	C1q and tumor necrosis factor related protein
Amillepora22408-RA	C1q and tumor necrosis factor related protein
Amillepora22418-RA	C1q and tumor necrosis factor related protein
Amillepora22420-RA	C1q and tumor necrosis factor related protein
Amillepora22419-RA	C1q and tumor necrosis factor related protein
Amillepora22421-RA	C1q and tumor necrosis factor related protein
Amillepora22415-RA	C1q and tumor necrosis factor related protein
Amillepora22414-RA	C1q and tumor necrosis factor related protein
Amillepora22416-RA	C1q and tumor necrosis factor related protein
Amillepora22417-RA	Collagen type X alpha 1
Amillepora22439-RA	Dimethylaniline monooxygenase (N-oxide-forming)
Amillepora22438-RA	Dimethylaniline monooxygenase (N-oxide-forming)
Amillepora22434-RA	Leucine-rich repeats and WD repeat domain containing 1
Amillepora22432-RA	zinc finger
Amillepora22433-RA	alkB, alkylation repair homolog 4 (E. coli)
Amillepora22437-RA	sedoheptulokinase (EC 2.7.1.14)
Amillepora22435-RA	glyoxalase domain containing 4
Amillepora22440-RA	mevalonate kinase
Amillepora22425-RA	alkB, alkylation repair homolog 2 (E. coli)
Amillepora22436-RA	sedoheptulokinase (EC 2.7.1.14)
Amillepora22456-RA	zinc finger, SWIM-type containing 7
Amillepora22461-RA	Cholinergic receptor, nicotinic, alpha
Amillepora22457-RA	(Alpha (1,3) fucosyltransferase
Amillepora22454-RA	armadillo repeat containing 5
Amillepora22455-RA	phosphotriesterase related
Amillepora22459-RA	replication factor C (activator 1) 5
Amillepora22460-RA	Acetylcholine Receptor
Amillepora22469-RA	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
Amillepora22468-RA	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
Amillepora22463-RA	member RAS oncogene family
Amillepora22467-RA	kinase suppressor of Ras
Amillepora22473-RA	Proline rich 11
Amillepora22470-RA	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
Amillepora22471-RA	Ribosomal protein
Amillepora22476-RA	Thioredoxin domain containing 17
Amillepora22472-RA	Tropomyosin
Amillepora22474-RA	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
Amillepora22485-RA	methyltransferase like 16
Amillepora22489-RA	Inherit from NOG: Spindle and kinetochore associated complex subunit
Amillepora22490-RA	IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)
Amillepora22480-RA	methyltransferase like 16
Amillepora22491-RA	Produces nitric oxide (NO) (By similarity)
Amillepora22492-RA	Tachykinin receptor
Amillepora22499-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora22505-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora22504-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora22503-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora22507-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora22500-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
